G,smass,pmass0,period0,e0,incl0,lnode0,omega0,M0,pmass1,period1,e1,incl1,lnode1,omega1,M1,pmass2,period2,e2,incl2,lnode2,omega2,M2,dt,t_start,t_end,n_pl
0.0002959122082855911,1.0,9.914288803950785e-06,45.15410798392329,0.04417853551135598,90.00004396503915,1.8928017897903736e-05,-112.89300706126413,172.15417700177932,1.2239239443515162e-05,85.31618361416311,0.03961421771399696,89.99997790483249,-5.4450011323809703e-05,-61.547812242659795,-82.78365559332839,1.5982929660558063e-05,130.19017676708725,0.03045500510816981,90.00005587524579,-1.9168872857551062e-05,-67.4602927855024,-1.5929158573355846,1.0,155.0,2950,3
