tc
159.11026745807953
204.26401001347975
249.41787470232077
294.5714061243203
339.72521912667696
384.8791328271355
430.03402078445947
520.3444301066119
565.5008629682953
610.6576431175146
655.8139751562401
700.9723132064402
746.1282859253902
791.2862041654183
836.4414970899554
881.5977249608575
926.7518269287605
971.9058830396607
1017.0597332229478
1062.212938810866
1107.3668217006618
1152.520674119163
1197.6751782280217
1242.8299891822085
1287.9854234773836
1333.1415682005418
1378.2981786450773
1423.4545476021585
1468.6128034796336
2462.0336328290005
2732.9574098188964
295.3196844436309
380.6379230237328
465.95329149636285
551.2613350484902
636.5746426448325
892.5128035793136
977.84219044723
1148.4707361764506
1233.8028557389243
1319.1147162873833
1489.7564001524147
212.0235406917334
342.20827343678326
472.3901316622967
602.5740382099266
862.933401469532
993.103942932075
1123.2850591241424
1253.4503351962107
1383.6300540728937
2555.2021248875003
2945.751925953416
