time,flux,error
158.6280171693943,0.9999731942123279,0.00028793470556310967
158.648451423418,0.9999974608561769,0.0002879275605970991
158.6688857773188,0.9994776825257202,0.00028789203617726945
158.68931993122533,1.0001447092353761,0.0002879150328663365
158.70975418489252,1.0000790138873292,0.00028793355184383943
158.73018833856622,1.0003535269546815,0.00028790759311566694
158.75062269212503,0.9999625560555883,0.00028791525400552454
158.77105694556667,0.9995628815196196,0.0002877660474577419
158.79149119900103,1.0009390481705873,0.00028797789518111795
158.81192545220983,1.0001840263171389,0.0002879345696985874
158.83235970529495,1.0004831211025802,0.00028793105635177964
158.85279395838734,0.9998777871412404,0.00028781565923664067
158.87322811136255,0.9999874415035195,0.0002878814343817249
158.89366246422287,1.0006899776349347,0.0002879159144600417
158.91409671695874,1.0002943710380987,0.00028783716308638206
158.9345308695847,1.0002711495492875,0.00028790860146174046
158.95496522220492,1.0004981341114856,0.000287913701742181
158.97539947471523,0.999722248951796,0.0002878635426094124
158.99583362699195,0.9988802357589489,0.00028777805465572204
159.01626787926944,0.9959430084558135,0.0002876183947932813
159.036702231424,0.9940966977387818,0.0002874489977131153
159.05713638346788,0.9947262369709255,0.00028751250002697346
159.07757063551253,0.9943263037893809,0.0002873406672071714
159.09800488731707,0.993873716976622,0.000287361790431037
159.11843923912966,0.9939530073563868,0.00028744368935930615
159.1388733908243,0.9937588073676598,0.0002874249618204326
159.15930764239602,0.9942569493687067,0.0002874896346531089
159.17974199385935,0.9942203540741464,0.0002874455390393217
159.20017614519747,0.9955289171852424,0.0002875312236847122
159.22061039642722,0.9981964499181739,0.00028777452798381815
159.2410445475398,1.000369683408221,0.0002878686683165572
159.26147889865388,1.00021363867672,0.00028789679075637666
159.28191314964351,0.9995948194845716,0.0002877746576167572
159.302347400524,0.9997829114323808,0.00028781107124881974
159.32278165128082,1.0002856225797492,0.00028793108967575256
159.3432159019285,0.9995687232537231,0.00028783089678248067
159.36365015245974,1.000461227543947,0.0002878747467749447
159.38408430287382,0.9994432447729286,0.0002879037024940389
159.40451865328214,0.9997633193065177,0.0002878559832127728
159.42495290358056,1.000408333571946,0.0002878527793946282
159.4453870537618,0.999895341592134,0.00028786226566592866
159.46582140370447,1.0000294158668066,0.00028787479926928474
159.48625565365364,0.9998439925315139,0.0002879525775784567
159.50668980360206,0.9997761925774571,0.0002879209611775017
159.52712405331113,1.000209044174917,0.0002879545841341054
159.54755840302823,0.9997686375778596,0.00028788929483885596
159.567992552511,0.9997769814033624,0.0002879112848437468
159.58842680198723,0.999519314442859,0.00028785763221121256
159.60886105135432,0.9999139459208203,0.0002879382551658763
203.76691480704176,1.0003258433691844,0.00029259872108341626
203.7873487959805,0.9996603896900045,0.00029255598734832626
203.80778268469294,1.0001386176320168,0.00029258783623694104
203.82821647317178,1.000316367292431,0.00029262708478993994
203.84865036141127,0.9994522770022932,0.0002926033662813821
203.86908434942598,0.9998917715723772,0.00029266859531689354
203.88951813720632,0.9998181625153233,0.00029262875595509785
203.90995202498016,1.0003559013864634,0.00029272526460281153
203.93038601229637,1.0001069214681333,0.00029272887600933806
203.95081979937822,1.0001732482292136,0.00029270348031259314
203.97125368645357,1.0002801760970712,0.00029274907564108674
203.99168757307052,0.9997211737019607,0.0002927142886803947
204.01212145968748,1.000383292739936,0.0002928030911548583
204.03255534606433,1.0000409014045972,0.00029276878891103524
204.0529892319828,1.0006411078134834,0.00029287320998969244
204.07342321789474,0.9996517827100885,0.00029277106437860265
204.09385700357961,0.9998859913263067,0.0002928178842650364
204.11429088903242,0.999808850366734,0.0002928241335761731
204.1347246740188,0.9998461383920015,0.0002927903188111486
204.15515865899943,0.9974116032586234,0.00029269542993020904
204.17559254375374,0.9954896792212116,0.00029251125782725376
204.19602632827446,0.9941933674894277,0.00029247035580990674
204.21646031278942,0.9934339873311695,0.0002924195081957195
204.23689419684524,0.993374205864488,0.0002924019471422351
204.25732798066747,0.9926876304748983,0.00029239762944068855
204.27776186425035,0.9939478606661468,0.0002924815125360722
204.29819584760844,0.9934876578551846,0.00029246998732624876
204.31862973096577,0.9944483695519069,0.00029251597984586084
204.3390635138494,0.9943903879347508,0.0002925399253294576
204.35949749674182,0.9954577325731757,0.00029263242682732584
204.37993137916783,0.9992233910747051,0.0002928703016629216
204.4003651615858,0.9996223976010519,0.00029288973624606385
204.42079904354614,1.0000174209765575,0.00029294193161159474
204.44123302550724,0.9997522572313575,0.00029294271408849686
204.46166680722672,1.0003035014489392,0.0002929594282632358
204.4821006887214,1.0000157174827187,0.0002929655555626733
204.50253466975118,1.0002091588132493,0.00029300940365710205
204.52296845077217,1.0000810687165549,0.00029293951320038625
204.54340233156836,1.0000743971398491,0.0002929531467306519
204.56383621213172,1.000013295818508,0.00029297403229145704
204.58427019245573,1.0000508889293462,0.0002929760125275483
204.60470397255267,0.9996032024701481,0.00029289363818774523
204.62513785265037,1.0002439384883495,0.000292963403714052
204.6455718322759,1.0000064934546609,0.000292931747209364
204.66600561167434,0.9999592512316873,0.00029293409829928073
204.6864394908407,0.9998180235054294,0.00029291831694689476
204.70687326999905,0.999993227029557,0.00029291054226533015
204.72730724870053,1.0002581529578485,0.0002929274741317275
204.74774112740124,1.000422728217087,0.0002929328584903936
209.50882803482818,0.9999519046535769,0.0002922053575108256
209.5292617609084,0.9992965694268913,0.0002922090265165215
209.54969558652374,1.0001476897405819,0.00029219197978448154
209.570129511907,1.0002478681527742,0.0002921526871125264
209.59056323728146,0.9999314259972472,0.0002920666008447376
209.6109970621983,0.9999237359191688,0.0002920070457419224
209.63143088711513,0.9994718609753436,0.0002919375150163537
209.65186471155903,1.0000069776166978,0.0002919803883811367
209.67229853577737,1.0003916833027386,0.00029192035906539735
209.69273235999572,0.9997733484954425,0.00029183400821469204
209.71316628374188,1.0000649675706133,0.00029179854605082566
209.7336000074938,0.9998189588316456,0.00029173897020173844
209.75403383078083,0.9998972308207728,0.00029174295246140255
209.7744675540598,1.0005318424787457,0.00029170694008314905
209.79490147688193,1.0000736786906486,0.0002916203841404524
209.8153352997033,1.0000470670451083,0.00029159281671239755
209.83576902228378,0.9998625301889159,0.00029157823577002245
209.8562029444074,1.0003264867530168,0.00029154396693793
209.87663676653028,1.0001886511617692,0.0002915063362591254
209.8970705881802,0.9998231987303725,0.0002915060262254594
209.91750430983666,0.9997698447676323,0.0002914165216295157
209.9379382312618,0.9999972045832368,0.000291422064073967
209.95837205221324,0.9992915798114836,0.00029134229101495545
209.9788057731712,0.9987869096915526,0.0002912672921140964
209.99923969389783,0.9987504047689939,0.00029123578598015367
210.01967351415078,0.9993733208853237,0.00029127435578405695
210.04010723441024,0.9985100769030936,0.00029118216650526917
210.0605411544384,1.0003878546632479,0.0002912745003234578
210.08097497422568,1.0003016207537647,0.0002912371100253057
210.10140869355382,1.0006328937869975,0.00029125257711669627
210.12184251288272,0.9999478002523388,0.00029118467971736344
210.14227643197228,0.9995157578772937,0.0002911096111591484
210.16271015083476,0.9996964288722897,0.00029113800095495706
210.18314396946516,1.0000390728628896,0.0002910991891584603
210.20357788785623,1.0001063324121278,0.000291082108005457
210.22401170578814,1.0003479468633176,0.0002911270105901805
210.2444454237193,0.9997322303368285,0.00029104966762789127
210.2648792414111,0.9997690036351475,0.0002910208085010867
210.28531315887813,1.0003110991329625,0.0002910851756289392
210.3057468761108,0.9996145941648198,0.0002910329016577095
210.3261806931041,1.00025792122008,0.00029106336527880833
210.34661460987263,1.0003095748638966,0.00029102146660595735
210.3670483264068,1.0002911253211333,0.0002910945668396321
210.38748214270163,1.0003912063603675,0.000291007073031547
210.4079159587709,0.9997290294122733,0.00029099426234478087
210.42834977460734,0.9998917156287694,0.0002910287746418398
210.44878359020367,0.9999176632624308,0.00029104910257886916
210.46921740557445,0.9999440848856991,0.00029103624127285033
210.4896512207124,0.9997090721155929,0.00029101920457836857
